Nombre,Tipo de Actor,Organización,Cargo,Tipo Participación,Evento,Fecha,País,Tema/Panel,Fuente URL
Jaime San Martín,Persona,Codelco,Gerente Desarrollo Negocios,Equipo interno Codelco,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024-05-31,Chile,Negociación interna,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Macarena Vargas,Persona,Codelco,Fiscal,Equipo interno Codelco,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024-05-31,Chile,Asesoría legal interna,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Rubén Alvarado Vigar,Persona,Codelco,Presidente Ejecutivo,Equipo interno Codelco,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024-05-31,Chile,Liderazgo ejecutivo,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Hernán Uribe Gabler,Persona,SQM,Gte. Negocios (luego director NovaAndino),Equipo interno SQM,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024-05-31,Chile,Negociación interna SQM,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Gonzalo Aguirre Toro,Persona,SQM,Fiscal,Equipo interno SQM,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024-05-31,Chile,Asesoría legal interna,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Antonio Gil,Persona,SQM,Director,Directorio SQM,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024-05-31,Chile,Directorio SQM,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Jorge Grunberg Pilowsky,Persona,Fiscalía Nacional Económica (FNE),Fiscal Nacional Económico (nombrado 9-may-2023),Fiscal Nacional Económico,FNE Aprueba JV Codelco-SQM (NovaAndino),2025-04-24,Chile,Decisión de aprobación con mitigaciones,https://www.fne.gob.cl/en/fne-approves-codelco-sqm-joint-venture-subject-to-mitigation-measures/
Aníbal Palma,Persona,FNE,Jefe División Fusiones,Jefe División Fusiones FNE,FNE Aprueba JV Codelco-SQM (NovaAndino),2025-04-24,Chile,Evaluación técnica,https://www.fne.gob.cl/en/fne-approves-codelco-sqm-joint-venture-subject-to-mitigation-measures/
Mónica Salamanca,Persona,FNE,Subfiscal Nacional (s),Subfiscal Nacional subrogante,FNE Aprueba JV Codelco-SQM (NovaAndino),2025-04-24,Chile,Apoyo decisional,https://www.fne.gob.cl/en/fne-approves-codelco-sqm-joint-venture-subject-to-mitigation-measures/
Constanza Castelblanco,Persona,FNE,Jefa División Fiscalización,Jefa División Fiscalización FNE (paralela Tianqi 2018),FNE Aprueba JV Codelco-SQM (NovaAndino),2025-04-24,Chile,Fiscalización medidas 2018,https://www.fne.gob.cl/en/fne-approves-codelco-sqm-joint-venture-subject-to-mitigation-measures/
Tianqi Lithium Corporation,Organización,Productora china litio (accionista SQM),Accionista SQM (~22% vía Inversiones TLC SpA),Tercero opositor,FNE Aprueba JV Codelco-SQM (NovaAndino),2024-2026,China/Chile,Recurso CMF jul 2024 - Corte Apelaciones oct 2024 - Suprema 28-ene-2026,https://www.fne.gob.cl/en/fne-approves-codelco-sqm-joint-venture-subject-to-mitigation-measures/
Frank Ha,Persona,Tianqi Lithium,Gerente General,Vocero opositor Tianqi,FNE Aprueba JV Codelco-SQM (NovaAndino),2024-2026,China,Gerencia Tianqi,https://www.fne.gob.cl/en/fne-approves-codelco-sqm-joint-venture-subject-to-mitigation-measures/
Bofill Mir Abogados,Organización,Estudio jurídico chileno,Asesor legal Tianqi,Asesor legal Tianqi,FNE Aprueba JV Codelco-SQM (NovaAndino),2024-2026,Chile,Defensa Tianqi,https://www.fne.gob.cl/en/fne-approves-codelco-sqm-joint-venture-subject-to-mitigation-measures/
Octavio Bofill,Persona,Bofill Mir Abogados,Socio,Abogado Tianqi,FNE Aprueba JV Codelco-SQM (NovaAndino),2024-2026,Chile,Representación Tianqi,https://www.fne.gob.cl/en/fne-approves-codelco-sqm-joint-venture-subject-to-mitigation-measures/
Tomás Pérez,Persona,Bofill Mir Abogados,Abogado,Apoyo legal Tianqi,FNE Aprueba JV Codelco-SQM (NovaAndino),2024-2026,Chile,Apoyo defensa,https://www.fne.gob.cl/en/fne-approves-codelco-sqm-joint-venture-subject-to-mitigation-measures/
Jean Pierre Matus,Persona,Corte Suprema,Ministro,Fallo rechazo Tianqi 28-ene-2026,FNE Aprueba JV Codelco-SQM (NovaAndino),2026-01-28,Chile,Fallo definitivo,https://www.fne.gob.cl/en/fne-approves-codelco-sqm-joint-venture-subject-to-mitigation-measures/
Gonzalo Ruz,Persona,Corte Suprema,Ministro,Fallo rechazo Tianqi,FNE Aprueba JV Codelco-SQM (NovaAndino),2026-01-28,Chile,Fallo definitivo,https://www.fne.gob.cl/en/fne-approves-codelco-sqm-joint-venture-subject-to-mitigation-measures/
Roberto Contreras,Persona,Corte Suprema,Ministro,Fallo rechazo Tianqi,FNE Aprueba JV Codelco-SQM (NovaAndino),2026-01-28,Chile,Fallo definitivo,https://www.fne.gob.cl/en/fne-approves-codelco-sqm-joint-venture-subject-to-mitigation-measures/
Hernán Crisosto,Persona,Corte Suprema,Ministro,Fallo rechazo Tianqi,FNE Aprueba JV Codelco-SQM (NovaAndino),2026-01-28,Chile,Fallo definitivo,https://www.fne.gob.cl/en/fne-approves-codelco-sqm-joint-venture-subject-to-mitigation-measures/
María Angélica Benavides,Persona,Corte Suprema,Ministra,Fallo rechazo Tianqi,FNE Aprueba JV Codelco-SQM (NovaAndino),2026-01-28,Chile,Fallo definitivo,https://www.fne.gob.cl/en/fne-approves-codelco-sqm-joint-venture-subject-to-mitigation-measures/
Dorothy Aurora Pérez Gutiérrez,Persona,Contraloría General de la República,Contralora General,Firma toma de razón (Res. N°161/2025 Corfo),Contraloría Toma Razón Contratos Corfo-SQM-Codelco,2025-12-19,Chile,Toma razón con alcances e instrucciones,https://www.economia.gob.cl/2025/12/19/contraloria-toma-razon-de-los-contratos-entre-corfo-sqm-y-codelco
Resolución N°161/2025 Corfo,Organización,Corfo,Resolución administrativa clave,Acto regulatorio,Contraloría Toma Razón Contratos Corfo-SQM-Codelco,2025-12-19,Chile,Marco jurídico modificación contratos,https://www.economia.gob.cl/2025/12/19/contraloria-toma-razon-de-los-contratos-entre-corfo-sqm-y-codelco
Carlos Bianchi Chelech,Persona,Cámara de Diputados,Diputado (reclamante CGR),Reclamante ante CGR,Contraloría Toma Razón Contratos Corfo-SQM-Codelco,2025-12-01,Chile,Solicitud auditoría CGR,https://www.economia.gob.cl/2025/12/19/contraloria-toma-razon-de-los-contratos-entre-corfo-sqm-y-codelco
Raúl Soto Mardones,Persona,Cámara de Diputados,Diputado (reclamante CGR),Reclamante ante CGR,Contraloría Toma Razón Contratos Corfo-SQM-Codelco,2025-12-01,Chile,Solicitud auditoría CGR,https://www.economia.gob.cl/2025/12/19/contraloria-toma-razon-de-los-contratos-entre-corfo-sqm-y-codelco
Cristián Tapia Ramos,Persona,Cámara de Diputados,Diputado (reclamante CGR),Reclamante ante CGR,Contraloría Toma Razón Contratos Corfo-SQM-Codelco,2025-12-01,Chile,Solicitud auditoría CGR,https://www.economia.gob.cl/2025/12/19/contraloria-toma-razon-de-los-contratos-entre-corfo-sqm-y-codelco
Héctor Ulloa Aguilera,Persona,Cámara de Diputados,Diputado (reclamante CGR),Reclamante ante CGR,Contraloría Toma Razón Contratos Corfo-SQM-Codelco,2025-12-01,Chile,Solicitud auditoría CGR,https://www.economia.gob.cl/2025/12/19/contraloria-toma-razon-de-los-contratos-entre-corfo-sqm-y-codelco
Camila Musante Müller,Persona,Cámara de Diputados,Diputada (reclamante CGR),Reclamante ante CGR,Contraloría Toma Razón Contratos Corfo-SQM-Codelco,2025-12-01,Chile,Solicitud auditoría CGR,https://www.economia.gob.cl/2025/12/19/contraloria-toma-razon-de-los-contratos-entre-corfo-sqm-y-codelco
Camilo Lagos Miranda,Persona,Cámara de Diputados,Diputado (reclamante CGR),Reclamante ante CGR,Contraloría Toma Razón Contratos Corfo-SQM-Codelco,2025-12-01,Chile,Solicitud auditoría CGR - mismo nombre que apoyo CNL 2014,https://www.economia.gob.cl/2025/12/19/contraloria-toma-razon-de-los-contratos-entre-corfo-sqm-y-codelco
Comunidad Indígena Atacameña Checar,Organización,Comunidad atacameña,Reclamante ante CGR,Reclamante comunidades,Contraloría Toma Razón Contratos Corfo-SQM-Codelco,2025-12-01,Chile,Petición individual comunidad,https://www.economia.gob.cl/2025/12/19/contraloria-toma-razon-de-los-contratos-entre-corfo-sqm-y-codelco
Lady Sandón Orellana,Persona,Comunidad Atacameña Coyo,Dirigente,Reclamante individual,Contraloría Toma Razón Contratos Corfo-SQM-Codelco,2025-12-01,Chile,Petición individual Coyo,https://diarioconstitucional.cl/2025/12/20/
Auditoría inédita CGR (Oficio 18-dic-2025),Organización,Contraloría General de la República,Acción fiscalizadora,Auditoría,Contraloría Toma Razón Contratos Corfo-SQM-Codelco,2025-12-18,Chile,Auditoría abierta,https://diarioconstitucional.cl/2025/12/20/
Gabriel Boric Font,Persona,Gobierno de Chile,Presidente,Preside ceremonia constitución,Constitución NovaAndino Litio SpA (Ceremonia Biblioteca Nacional),2025-12-29,Chile,Ceremonia Biblioteca Nacional,https://www.latercera.com/pulso/noticia/los-integrantes-del-directorio-de-nova-andino-litio
Nicolás Grau Veloso,Persona,Ministerio de Hacienda,Ministro (nuevo desde 2025),Ceremonia constitución,Constitución NovaAndino Litio SpA (Ceremonia Biblioteca Nacional),2025-12-29,Chile,Nuevo Hacienda 2025,https://www.latercera.com/pulso/noticia/los-integrantes-del-directorio-de-nova-andino-litio
Álvaro García Hurtado,Persona,Ministerio Economía/Energía,Biministro,Ceremonia constitución,Constitución NovaAndino Litio SpA (Ceremonia Biblioteca Nacional),2025-12-29,Chile,Biministerio,https://www.latercera.com/pulso/noticia/los-integrantes-del-directorio-de-nova-andino-litio
Aurora Williams Baussa,Persona,Ministerio de Minería,Ministra,Ceremonia constitución,Constitución NovaAndino Litio SpA (Ceremonia Biblioteca Nacional),2025-12-29,Chile,Dimensión sectorial,https://www.latercera.com/pulso/noticia/los-integrantes-del-directorio-de-nova-andino-litio
Máximo Pacheco Matte,Persona,NovaAndino Litio SpA (por Codelco),Presidente Directorio (renunció a dieta),Presidente Directorio JV,Constitución NovaAndino Litio SpA (Ceremonia Biblioteca Nacional),29 Dic 2025 (2 años),Chile,Liderazgo Directorio,https://www.latercera.com/pulso/noticia/los-integrantes-del-directorio-de-nova-andino-litio
Josefina Montenegro Aravena,Persona,NovaAndino Litio SpA (por Codelco),Directora,Directora JV,Constitución NovaAndino Litio SpA (Ceremonia Biblioteca Nacional),29 Dic 2025 (2 años),Chile,Representante Codelco,https://www.latercera.com/pulso/noticia/los-integrantes-del-directorio-de-nova-andino-litio
Alfredo Moreno Charme,Persona,NovaAndino Litio SpA (por Codelco),Director,Director JV,Constitución NovaAndino Litio SpA (Ceremonia Biblioteca Nacional),29 Dic 2025 (2 años),Chile,Representante Codelco,https://www.latercera.com/pulso/noticia/los-integrantes-del-directorio-de-nova-andino-litio
Ricardo Ramos Rodríguez,Persona,NovaAndino Litio SpA (por SQM),Vicepresidente Directorio,Vicepresidente JV,Constitución NovaAndino Litio SpA (Ceremonia Biblioteca Nacional),29 Dic 2025 (2 años),Chile,VP Directorio,https://www.latercera.com/pulso/noticia/los-integrantes-del-directorio-de-nova-andino-litio
Hernán Uribe Gabler,Persona,NovaAndino Litio SpA (por SQM),Director,Director JV,Constitución NovaAndino Litio SpA (Ceremonia Biblioteca Nacional),29 Dic 2025 (2 años),Chile,Representante SQM,https://www.latercera.com/pulso/noticia/los-integrantes-del-directorio-de-nova-andino-litio
Manuel Ovalle Edwards,Persona,NovaAndino Litio SpA (por SQM),Director,Director JV,Constitución NovaAndino Litio SpA (Ceremonia Biblioteca Nacional),29 Dic 2025 (2 años),Chile,Representante SQM,https://www.latercera.com/pulso/noticia/los-integrantes-del-directorio-de-nova-andino-litio
Carlos Díaz,Persona,NovaAndino Litio SpA,"Gerente General (ex VP Litio SQM, 12 años)",GG NovaAndino,Constitución NovaAndino Litio SpA (Ceremonia Biblioteca Nacional),2025-12-29,Chile,Gerencia general JV,https://www.codelco.com/prensa/2025/chile-da-un-paso-historico-se-materializa-novaandino-litio
Eduardo Foix,Persona,NovaAndino Litio SpA,"CFO (ex Director Estrategia Codelco, 20 años)",CFO NovaAndino,Constitución NovaAndino Litio SpA (Ceremonia Biblioteca Nacional),2025-12-29,Chile,Finanzas JV,https://www.codelco.com/prensa/2025/chile-da-un-paso-historico-se-materializa-novaandino-litio
3.500 trabajadores NovaAndino,Organización,Fuerza laboral JV,Plantilla total,Plantilla JV,Constitución NovaAndino Litio SpA (Ceremonia Biblioteca Nacional),2026.0,Chile,Producción 280.000-300.000 tLCE/año,https://www.codelco.com/prensa/2025/chile-da-un-paso-historico-se-materializa-novaandino-litio
Aurora Williams Baussa,Persona,Ministerio de Minería,Ministra (firmante por el Estado),Firmante CEOL,Firma Primer CEOL ENAMI – Proyecto Salares Altoandinos,2025-09-05,Chile,Firma contrato Estado-ENAMI,https://www.enami.cl/Noticias/Pages/ENAMI-Y-GOBIERNO-FIRMAN-PRIMER-CEOL
Iván Mlynarz Puig,Persona,ENAMI,Vicepresidente Ejecutivo (asumió 16-ago-2023),Firmante por ENAMI,Firma Primer CEOL ENAMI – Proyecto Salares Altoandinos,2025-09-05,Chile,Firma por ENAMI,https://www.enami.cl/Noticias/Pages/ENAMI-Y-GOBIERNO-FIRMAN-PRIMER-CEOL
Javiera Toro Cáceres,Persona,Ministerio de Desarrollo Social,Ministra,Presente ceremonia,Firma Primer CEOL ENAMI – Proyecto Salares Altoandinos,2025-09-05,Chile,Dimensión social,https://www.enami.cl/Noticias/Pages/ENAMI-Y-GOBIERNO-FIRMAN-PRIMER-CEOL
Francisco Figueroa Cerda,Persona,Ministerio de Bienes Nacionales,Ministro,Presente ceremonia,Firma Primer CEOL ENAMI – Proyecto Salares Altoandinos,2025-09-05,Chile,Bienes nacionales,https://www.enami.cl/Noticias/Pages/ENAMI-Y-GOBIERNO-FIRMAN-PRIMER-CEOL
Maisa Rojas Corradi,Persona,Ministerio del Medio Ambiente,Ministra,Presente ceremonia,Firma Primer CEOL ENAMI – Proyecto Salares Altoandinos,2025-09-05,Chile,Dimensión ambiental,https://www.enami.cl/Noticias/Pages/ENAMI-Y-GOBIERNO-FIRMAN-PRIMER-CEOL
Aldo Valle Acevedo,Persona,Ministerio de Ciencia,Ministro,Presente ceremonia,Firma Primer CEOL ENAMI – Proyecto Salares Altoandinos,2025-09-05,Chile,Dimensión científica,https://www.enami.cl/Noticias/Pages/ENAMI-Y-GOBIERNO-FIRMAN-PRIMER-CEOL
Rodrigo Illanes,Persona,Delegación Presidencial Atacama,Delegado Presidencial,Presente ceremonia,Firma Primer CEOL ENAMI – Proyecto Salares Altoandinos,2025-09-05,Chile,Representación regional,https://www.enami.cl/Noticias/Pages/ENAMI-Y-GOBIERNO-FIRMAN-PRIMER-CEOL
Soledad Jeria,Persona,Rio Tinto Chile,Country Head Chile,Vocera principal Rio Tinto,Firma Primer CEOL ENAMI – Proyecto Salares Altoandinos,2025.0,Chile,Liderazgo Rio Tinto Chile,https://www.enami.cl/Noticias/Pages/ENAMI-Y-GOBIERNO-FIRMAN-PRIMER-CEOL
Simon Trott,Persona,Rio Tinto,CEO global (desde 25-ago-2025),CEO global,Firma Primer CEOL ENAMI – Proyecto Salares Altoandinos,2025-2026,Global,Sucesor de Jakob Stausholm,https://www.riotinto.com/en/news/releases/2025/rio-tinto-confirmed-as-preferred-partner-on-world-class-salares-altoandinos-lithium-project
Jakob Stausholm,Persona,Rio Tinto,CEO global (hasta 25-ago-2025),CEO global saliente,Firma Primer CEOL ENAMI – Proyecto Salares Altoandinos,Hasta 25 Ago 2025,Global,Firma acuerdo asociación 24-jul-2025,https://www.riotinto.com/en/news/releases/2025/rio-tinto-confirmed-as-preferred-partner-on-world-class-salares-altoandinos-lithium-project
Jason Campbell,Persona,Rio Tinto,Chile Exploration Manager,Equipo técnico Rio Tinto,Firma Primer CEOL ENAMI – Proyecto Salares Altoandinos,2025.0,Chile,Exploración Chile,https://www.riotinto.com/en/news/releases/2025/rio-tinto-confirmed-as-preferred-partner-on-world-class-salares-altoandinos-lithium-project
Giannina Veniú,Persona,Rio Tinto,Senior Corporate Counsel Sudamérica,Asesora legal interna Rio Tinto,Firma Primer CEOL ENAMI – Proyecto Salares Altoandinos,2025.0,Chile,Legal corporativo,https://www.riotinto.com/en/news/releases/2025/rio-tinto-confirmed-as-preferred-partner-on-world-class-salares-altoandinos-lithium-project
Cristián Jauré,Persona,Rio Tinto Chile,Sustainability,Sustentabilidad Rio Tinto Chile,Firma Primer CEOL ENAMI – Proyecto Salares Altoandinos,2025.0,Chile,Sustentabilidad,https://www.riotinto.com/en/news/releases/2025/rio-tinto-confirmed-as-preferred-partner-on-world-class-salares-altoandinos-lithium-project
Elias Scafidas,Persona,Rio Tinto,DG Battery Materials,Director Battery Materials,Firma Primer CEOL ENAMI – Proyecto Salares Altoandinos,2025.0,Global,Baterías Rio Tinto,https://www.riotinto.com/en/news/releases/2025/rio-tinto-confirmed-as-preferred-partner-on-world-class-salares-altoandinos-lithium-project
George Steele,Persona,Rio Tinto,Chief Geoscientist,Científico principal Rio Tinto,Firma Primer CEOL ENAMI – Proyecto Salares Altoandinos,2025.0,Global,Geociencia,https://www.riotinto.com/en/news/releases/2025/rio-tinto-confirmed-as-preferred-partner-on-world-class-salares-altoandinos-lithium-project
Juan Pablo González,Persona,Rio Tinto,Asesor Comunidades,Enlace comunidades,Firma Primer CEOL ENAMI – Proyecto Salares Altoandinos,2025.0,Chile,Relaciones comunitarias,https://www.riotinto.com/en/news/releases/2025/rio-tinto-confirmed-as-preferred-partner-on-world-class-salares-altoandinos-lithium-project
Mireya del Carmen Morales Ramos,Persona,Comunidad Colla Comuna de Diego de Almagro,Presidenta,Liderazgo comunidad Colla,Firma Primer CEOL ENAMI – Proyecto Salares Altoandinos,2025-09-05,Chile,Presencia comunidades Colla,https://www.enami.cl/Noticias/Pages/ENAMI-Y-GOBIERNO-FIRMAN-PRIMER-CEOL
Geoxcultuxial,Organización,Comunidad Colla Diego de Almagro,Comunidad originaria,Presencia ceremonia,Firma Primer CEOL ENAMI – Proyecto Salares Altoandinos,2025-09-05,Chile,Comunidad Colla,https://www.enami.cl/Noticias/Pages/ENAMI-Y-GOBIERNO-FIRMAN-PRIMER-CEOL
Chiyagua,Organización,Comunidad Colla Diego de Almagro,Comunidad originaria,Presencia ceremonia,Firma Primer CEOL ENAMI – Proyecto Salares Altoandinos,2025-09-05,Chile,Comunidad Colla,https://www.enami.cl/Noticias/Pages/ENAMI-Y-GOBIERNO-FIRMAN-PRIMER-CEOL
Runa Urka,Organización,Comunidad Colla Diego de Almagro,Comunidad originaria,Presencia ceremonia,Firma Primer CEOL ENAMI – Proyecto Salares Altoandinos,2025-09-05,Chile,Comunidad Colla,https://www.enami.cl/Noticias/Pages/ENAMI-Y-GOBIERNO-FIRMAN-PRIMER-CEOL
